Versenyszám,Nem,Év,Helyezés,Név,Futó_név,Klub,Eredmény_sec
5000m,W,2015,3,Staicu Simona Dunakeszi VSE,Staicu Simona,Dunakeszi VSE,1060.6
5000m,W,2016,2,Erdélyi Zsófia Újpesti TE,Erdélyi Zsófia,Újpesti TE,1006.23
5000m,W,2016,3,Tóth Lili Anna Dombóvári Vasutas,Tóth Lili Anna,Dombóvári Vasutas,1008.99
5000m,W,2017,1,Papp Krisztina Újpesti TE,Papp Krisztina,Újpesti TE,963.83
5000m,W,2017,2,Tóth Lili Anna Dombóvári Vasutas,Tóth Lili Anna,Dombóvári Vasutas,992.55
5000m,W,2017,3,Böhm Lilla Bp. Honvéd,Böhm Lilla,Bp. Honvéd,1018.68
5000m,W,2018,1,Tóth Lili Anna Bp. Honvéd,Tóth Lili Anna,Bp. Honvéd,985.19
5000m,W,2018,2,Böhm Lilla Bp. Honvéd,Böhm Lilla,Bp. Honvéd,994.73
5000m,W,2018,3,Kószás Kriszta Tatabányai SC,Kószás Kriszta,Tatabányai SC,1028.95
5000m,W,2019,1,Mógor Boglárka Bp. Honvéd,Mógor Boglárka,Bp. Honvéd,1020.94
5000m,W,2019,2,Bicsák Flóra Ikarus BSE,Bicsák Flóra,Ikarus BSE,1030.02
5000m,W,2019,3,Ladányi Fruzsina Dunakeszi VSE,Ladányi Fruzsina,Dunakeszi VSE,1058.95
5000m,W,2020,1,Wagner-Gyürkés Viktória Ikarus BSE,Wagner-Gyürkés Viktória,Ikarus BSE,977.51
5000m,W,2020,2,Tóth Lili Anna Bp. Honvéd,Tóth Lili Anna,Bp. Honvéd,984.05
5000m,W,2020,3,Pataki Anna KSI,Pataki Anna,KSI,988.6
5000m,W,2021,1,Böhm Lilla Bp. Honvéd,Böhm Lilla,Bp. Honvéd,991.31
5000m,W,2021,2,Szabó Nóra Margitszigeti AC,Szabó Nóra,Margitszigeti AC,1001.16
5000m,W,2021,3,Merényi Panna Bp. Honvéd,Merényi Panna,Bp. Honvéd,1076.32
5000m,W,2022,1,Wagner-Gyürkés Viktória Ikarus BSE,Wagner-Gyürkés Viktória,Ikarus BSE,952.24
5000m,W,2022,2,Böhm Lilla Bp. Honvéd,Böhm Lilla,Bp. Honvéd,999.48
5000m,W,2022,3,Erdélyi Zsófia Csömöri Sport Kft,Erdélyi Zsófia,Csömöri Sport Kft,1004.39
5000m,W,2023,1,Gyürkés Viktória Ikarus BSE,Gyürkés Viktória,Ikarus BSE,935.83
5000m,W,2023,2,Tóth Lili Anna Bp. Honvéd,Tóth Lili Anna,Bp. Honvéd,957.74
5000m,W,2023,3,Kocsis Kata Ferencvárosi TC,Kocsis Kata,Ferencvárosi TC,1074.86
5000m,W,2024,1,Tóth Lili Anna Bp. Honvéd,Tóth Lili Anna,Bp. Honvéd,950.71
5000m,W,2024,2,Böhm Lilla Bp. Honvéd,Böhm Lilla,Bp. Honvéd,955.73
5000m,W,2024,3,Szalai Fanni Margitszigeti AC,Szalai Fanni,Margitszigeti AC,980.81
5000m,W,2025,1,Tóth Lili Anna Bp. Honvéd,Tóth Lili Anna,Bp. Honvéd,978.34
5000m,W,2025,2,K. Szabó Gabriella Nyíregyházi SC,K. Szabó Gabriella,Nyíregyházi SC,994.93
5000m,W,2025,3,Dugasz Emese Bp. Honvéd,Dugasz Emese,Bp. Honvéd,998.69
800 m,M,1945,1,Villási Károly Dunakeszi Magyarság SE,Villási Károly,Dunakeszi Magyarság SE,118.0
800 m,M,1945,2,Baranyai János Diósgyőri VTK,Baranyai János,Diósgyőri VTK,118.4
800 m,M,1945,3,Gyergyói János Postás SE,Gyergyói János,Postás SE,119.2
800 m,M,1946,1,Garay Sándor Bp. Vasas,Garay Sándor,Bp. Vasas,116.1
800 m,M,1946,2,Marosi László Testvériség,Marosi László,Testvériség,116.4
800 m,M,1946,3,Baranyai János Pécsi VSK,Baranyai János,Pécsi VSK,116.5
800 m,M,1947,1,Garay Sándor Bp. Vasas,Garay Sándor,Bp. Vasas,113.9
800 m,M,1947,2,Almási József Bp. Vasas,Almási József,Bp. Vasas,115.0
800 m,M,1947,3,Marosi László Testvériség,Marosi László,Testvériség,115.0
800 m,M,1948,1,Garay Sándor Bp. Vasas,Garay Sándor,Bp. Vasas,115.9
800 m,M,1948,2,Híres László Újpesti TE,Híres László,Újpesti TE,116.3
800 m,M,1948,3,Bakos Jenő Bp. Vasas,Bakos Jenő,Bp. Vasas,117.6
800 m,M,1949,1,Bakos Jenő Bp. Vasas,Bakos Jenő,Bp. Vasas,116.5
800 m,M,1949,2,Edőcs Lajos Győri Vasas ETO,Edőcs Lajos,Győri Vasas ETO,116.6
800 m,M,1949,3,Marti Árpád MTK,Marti Árpád,MTK,118.0
800 m,M,1950,1,Apró József Miskolci Lokomotív,Apró József,Miskolci Lokomotív,118.1
800 m,M,1950,2,Garay Sándor Vasas,Garay Sándor,Vasas,118.2
800 m,M,1950,3,Béres Ernő TF DISZ,Béres Ernő,TF DISZ,118.4
800 m,M,1951,1,Bakos Jenő Budapest,Bakos Jenő,Budapest,112.7
800 m,M,1951,2,Béres Ernő Budapest,Béres Ernő,Budapest,114.4
800 m,M,1951,3,Hárshegyi György Budapest,Hárshegyi György,Budapest,114.9
800 m,M,1952,1,Bakos Jenő Honvéd SE,Bakos Jenő,Honvéd SE,112.5
800 m,M,1952,2,Tanay László SZOT I.,Tanay László,SZOT I.,113.3
800 m,M,1952,3,Bárkányi István Honvéd SE,Bárkányi István,Honvéd SE,113.8
800 m,M,1953,1,Bakos Jenő Budapest,Bakos Jenő,Budapest,111.7
800 m,M,1953,2,Tanay László Győr-Sopron,Tanay László,Győr-Sopron,112.0
800 m,M,1953,3,Bárkányi István Csongrád,Bárkányi István,Csongrád,112.2
800 m,M,1954,1,Szentgáli Lajos Dózsa SE,Szentgáli Lajos,Dózsa SE,110.3
800 m,M,1954,2,Bárkányi István Lokomotív,Bárkányi István,Lokomotív,111.4
800 m,M,1954,3,Somkuti János Kinizsi,Somkuti János,Kinizsi,112.3
800 m,M,1955,1,Rózsavölgyi István Bp. Honvéd,Rózsavölgyi István,Bp. Honvéd,110.7
800 m,M,1955,2,Bárkányi István Bp. Törekvés,Bárkányi István,Bp. Törekvés,112.1
800 m,M,1955,3,Bakos Jenő Bp. Vörös Lobogó,Bakos Jenő,Bp. Vörös Lobogó,112.2
800 m,M,1956,1,Szentgáli Lajos Bp. Dózsa,Szentgáli Lajos,Bp. Dózsa,109.2
800 m,M,1956,2,Rózsavölgyi István Bp. Honvéd,Rózsavölgyi István,Bp. Honvéd,109.5
800 m,M,1956,3,Somkuti János Kinizsi,Somkuti János,Kinizsi,110.7
800 m,M,1957,1,Szentgáli Lajos Újpesti Dózsa,Szentgáli Lajos,Újpesti Dózsa,110.3
800 m,M,1957,2,Kovács Lajos Újpesti Dózsa,Kovács Lajos,Újpesti Dózsa,111.5
800 m,M,1957,3,Somkuti János MTK,Somkuti János,MTK,112.5
800 m,M,1958,1,Szentgáli Lajos Újpesti Dózsa,Szentgáli Lajos,Újpesti Dózsa,109.6
800 m,M,1958,2,Rózsavölgyi István Bp. Honvéd,Rózsavölgyi István,Bp. Honvéd,110.4
800 m,M,1958,3,Kovács Lajos Újpesti Dózsa,Kovács Lajos,Újpesti Dózsa,110.8
800 m,M,1959,1,Szentgáli Lajos Újpesti Dózsa,Szentgáli Lajos,Újpesti Dózsa,108.7
800 m,M,1959,2,Parsch Péter Vasas,Parsch Péter,Vasas,108.9
800 m,M,1959,3,Rózsavölgyi István Bp. Honvéd,Rózsavölgyi István,Bp. Honvéd,111.3
800 m,M,1960,1,Parsch Péter Vasas,Parsch Péter,Vasas,109.7
800 m,M,1960,2,Szentgáli Lajos Újpesti Dózsa,Szentgáli Lajos,Újpesti Dózsa,110.0
800 m,M,1960,3,Rózsavölgyi István Bp. Honvéd,Rózsavölgyi István,Bp. Honvéd,110.2
800 m,M,1961,1,Szentgáli Lajos Újpesti Dózsa,Szentgáli Lajos,Újpesti Dózsa,112.2
800 m,M,1961,2,Korda István Bp. Honvéd,Korda István,Bp. Honvéd,113.3
800 m,M,1961,3,Kiss György Győri Dózsa,Kiss György,Győri Dózsa,113.4
800 m,M,1962,1,Parsch Péter Vasas,Parsch Péter,Vasas,109.6
800 m,M,1962,2,Nagy Imre Bp. Vörös Meteor,Nagy Imre,Bp. Vörös Meteor,111.0
800 m,M,1962,3,Kiss György Győri Dózsa,Kiss György,Győri Dózsa,111.7
800 m,M,1963,1,Parsch Péter Vasas,Parsch Péter,Vasas,111.5
800 m,M,1963,2,Kiss György Győri Dózsa,Kiss György,Győri Dózsa,111.7
800 m,M,1963,3,Garbacz Ferenc Újpesti Dózsa,Garbacz Ferenc,Újpesti Dózsa,112.4
800 m,M,1964,1,Aradi János Debreceni EAC,Aradi János,Debreceni EAC,113.0
800 m,M,1964,2,Parsch Péter Vasas,Parsch Péter,Vasas,113.3
800 m,M,1964,3,Nagy Imre Újpesti Dózsa,Nagy Imre,Újpesti Dózsa,114.0
800 m,M,1965,1,Aradi János Debreceni EAC,Aradi János,Debreceni EAC,111.7
800 m,M,1965,2,Nagy Imre Újpesti Dózsa,Nagy Imre,Újpesti Dózsa,112.1
800 m,M,1965,3,Stoll Loránt Diósgyőri VTK,Stoll Loránd,Diósgyőri VTK,112.5
800 m,M,1966,1,Stoll Lóránd DVTK,Stoll Loránd,DVTK,111.2
800 m,M,1966,2,Kiss Géza Bp. Spartacus,Kiss Géza,Bp. Spartacus,112.8
800 m,M,1966,3,Kapás Géza Bp. Honvéd,Kapás Géza,Bp. Honvéd,113.5
800 m,M,1967,1,Nagy Imre Újpesti Dózsa,Nagy Imre,Újpesti Dózsa,110.3
800 m,M,1967,2,Mohácsi Péter MTK,Mohácsi Péter,MTK,110.6
800 m,M,1967,3,Stoll Loránd Diósgyőri VTK,Stoll Loránd,Diósgyőri VTK,111.0
800 m,M,1968,1,Honti Róbert Pécsi VSK,Honti Róbert,Pécsi VSK,112.0
800 m,M,1968,2,Kovács Géza Kaposvári Dózsa,Kovács Géza,Kaposvári Dózsa,112.4
800 m,M,1968,3,Kapás Géza Bp. Honvéd,Kapás Géza,Bp. Honvéd,113.1
800 m,M,1969,1,Molnár György Vasas,Molnár György,Vasas,113.5
800 m,M,1969,2,Fekete Sándor Újpesti Dózsa,Fekete Sándor,Újpesti Dózsa,114.0
800 m,M,1969,3,Kovács Géza Kaposvári Dózsa,Kovács Géza,Kaposvári Dózsa,114.1
800 m,M,1970,1,Zsinka András Újpesti Dózsa,Zsinka András,Újpesti Dózsa,110.8
800 m,M,1970,2,Fekete Sándor Újpesti Dózsa,Fekete Sándor,Újpesti Dózsa,110.9
800 m,M,1970,3,Szatmári Sándor Bp. Honvéd,Szatmári Sándor,Bp. Honvéd,111.1
800 m,M,1971,1,Molnár György Bp. Vasas,Molnár György,Bp. Vasas,110.1
800 m,M,1971,2,Fekete Sándor Újpesti Dózsa,Fekete Sándor,Újpesti Dózsa,110.3
800 m,M,1971,3,Zsinka András Újpesti Dózsa,Zsinka András,Újpesti Dózsa,110.6
800 m,M,1972,1,Fekete Sándor Újpesti Dózsa,Fekete Sándor,Újpesti Dózsa,108.8
800 m,M,1972,2,Zsinka András Újpesti Dózsa,Zsinka András,Újpesti Dózsa,108.8
800 m,M,1972,3,Molnár György Bp. Vasas,Molnár György,Bp. Vasas,109.1
800 m,M,1973,1,Fekete Sándor Újpesti Dózsa,Fekete Sándor,Újpesti Dózsa,109.2
800 m,M,1973,2,Hrenek János Bp. Postás,Hrenek János,Bp. Postás,110.3
800 m,M,1973,3,Korompai Miklós Bp. Spartacus,Korompai Miklós,Bp. Spartacus,110.4
800 m,M,1974,1,Zsinka András Újpesti Dózsa,Zsinka András,Újpesti Dózsa,108.8
800 m,M,1974,2,Fekete Sándor Újpesti Dózsa,Fekete Sándor,Újpesti Dózsa,109.7
800 m,M,1974,3,Rábold Gusztáv Bp. Spartacus,Rábold Gusztáv,Bp. Spartacus,109.8
800 m,M,1975,1,Paróczai András Szolnoki MÁV,Paróczai András,Szolnoki MÁV,109.1
800 m,M,1975,2,Hrenek János Bp. Honvéd,Hrenek János,Bp. Honvéd,109.4
800 m,M,1975,3,Fekete Sándor Újpesti Dózsa,Fekete Sándor,Újpesti Dózsa,109.6
800 m,M,1976,1,Zsinka András Újpesti Dózsa,Zsinka András,Újpesti Dózsa,108.1
800 m,M,1976,2,Hrenek János Ferencvárosi TC,Hrenek János,Ferencvárosi TC,108.3
800 m,M,1976,3,Paróczai András Szolnoki MÁV,Paróczai András,Szolnoki MÁV,108.8
800 m,M,1977,1,Zemen János Újpesti Dózsa,Zemen János,Újpesti Dózsa,109.96
800 m,M,1977,2,Paróczai András Szolnoki MÁV,Paróczai András,Szolnoki MÁV,110.05
800 m,M,1977,3,Ötvös Imre Ferencvárosi TC,Ötvös Imre,Ferencvárosi TC,110.21
800 m,M,1978,1,Paróczai András Szolnoki MÁV,Paróczai András,Szolnoki MÁV,110.1
800 m,M,1978,2,Szántó Tamás Debreceni MTE,Szántó Tamás,Debreceni MTE,110.3
800 m,M,1978,3,Ötvös Imre Ferencvárosi TCZsinka András Újpesti Dózsa,Ötvös Imre,Ferencvárosi TC,110.3
800 m,M,1979,1,Paróczai András Szolnoki MÁV MTE,Paróczai András,Szolnoki MÁV MTE,108.9
800 m,M,1979,2,Ötvös Imre Ferencvárosi TC,Ötvös Imre,Ferencvárosi TC,109.7
800 m,M,1979,3,Zsinka András Újpesti Dózsa,Zsinka András,Újpesti Dózsa,110.0
800 m,M,1980,1,Paróczai András Szolnoki MÁV MTE,Paróczai András,Szolnoki MÁV MTE,108.4
800 m,M,1980,2,Sulyok Attila Bp. Spartacus,Sulyok Attila,Bp. Spartacus,108.8
800 m,M,1980,3,Lajkó István Bp. Honvéd,Lajkó István,Bp. Honvéd,108.8
800 m,M,1981,1,Bereczki József Miskolci VSC,Bereczki József,Miskolci VSC,108.75
800 m,M,1981,2,Szabó Zsolt Diósgyőri VTK,Szabó Zsolt,Diósgyőri VTK,108.9
800 m,M,1981,3,Deák Nagy Imre Ferencvárosi TC,Deák Nagy Imre,Ferencvárosi TC,109.18
800 m,M,1982,1,Paróczai András Szolnoki MÁV MTE,Paróczai András,Szolnoki MÁV MTE,111.57
800 m,M,1982,2,Szabó Zsolt Diósgyőri VTK,Szabó Zsolt,Diósgyőri VTK,111.82
800 m,M,1982,3,Szvoboda János Ferencvárosi TC,Szvoboda János,Ferencvárosi TC,111.82
800 m,M,1983,1,Ötvös Imre Újpesti Dózsa,Ötvös Imre,Újpesti Dózsa,108.21
800 m,M,1983,2,Szabó Zsolt Diósgyőri VTK,Szabó Zsolt,Diósgyőri VTK,108.27
800 m,M,1983,3,Bereczki József Miskolci VSC,Bereczki József,Miskolci VSC,108.36
800 m,M,1984,1,Szabó Zsolt Diósgyőri VTK,Szabó Zsolt,Diósgyőri VTK,107.58
800 m,M,1984,2,Szalai István Tatabányai Bányász,Szalai István,Tatabányai Bányász,107.67
800 m,M,1984,3,Bereczki József Miskolci VSC,Bereczki József,Miskolci VSC,107.79
800 m,M,1985,1,Szabó Zsolt Diósgyőri VTK,Szabó Zsolt,Diósgyőri VTK,108.45
800 m,M,1985,2,Reichnach Ferenc Tatabányai Bányász,Reichnach Ferenc,Tatabányai Bányász,108.54
800 m,M,1985,3,Szalai István Tatabányai Bányász,Szalai István,Tatabányai Bányász,109.0
800 m,M,1986,1,Paróczai András BVSC,Paróczai András,BVSC,109.2
800 m,M,1986,2,Szalai István Tatabányai Bányász,Szalai István,Tatabányai Bányász,109.32
800 m,M,1986,3,Reichnach Ferenc Tatabányai Bányász,Reichnach Ferenc,Tatabányai Bányász,109.74
800 m,M,1987,1,Bereczky József Diósgyőri VTK,Bereczki József,Diósgyőri VTK,110.11
800 m,M,1987,2,Szalai István Tatabányai Bányász,Szalai István,Tatabányai Bányász,110.24
800 m,M,1987,3,Reichnach Ferenc Tatabányai Bányász,Reichnach Ferenc,Tatabányai Bányász,110.31
800 m,M,1988,1,Szalai István Tatabányai Bányász,Szalai István,Tatabányai Bányász,109.22
800 m,M,1988,2,Sári Bp. Honvéd,Sári ...,Bp. Honvéd,109.95
800 m,M,1988,3,Fekete BKV Előre,Fekete BKV,Előre,110.22
800 m,M,1989,1,Banai Róbert Újpesti Dózsa,Banai Róbert,Újpesti Dózsa,110.05
800 m,M,1989,2,Dobi Gábor Bp. Honvéd,Dobi Gábor,Bp. Honvéd,110.37
800 m,M,1989,3,Czakó Péter BKV Előre,Czakó Péter,BKV Előre,110.45
800 m,M,1990,1,Banai Róbert Újpesti Dózsa,Banai Róbert,Újpesti Dózsa,110.54
800 m,M,1990,2,Czakó Péter Budapesti Vasutas SC,Czakó Péter,Budapesti Vasutas SC,110.74
800 m,M,1990,3,Pocsai Tamás Tatabányai Bányász SC,Pocsai Tamás,Tatabányai Bányász SC,111.59
800 m,M,1991,1,Martina Tibor Kaposvári Bázis SC,Martina Tibor,Kaposvári Bázis SC,110.28
800 m,M,1991,2,Banai Róbert Újpesti TE,Banai Róbert,Újpesti TE,110.35
800 m,M,1991,3,Vörös László Újpesti TE,Vörös László,Újpesti TE,111.69
800 m,M,1992,1,Banai Róbert Újpesti TE,Banai Róbert,Újpesti TE,112.09
800 m,M,1992,2,Martina Tibor Pécsi AC,Martina Tibor,Pécsi AC,112.57
800 m,M,1992,3,Árpási Miklós Testvériség,Árpási Miklós,Testvériség,112.69
800 m,M,1993,1,Árpási Miklós Testvériség,Árpási Miklós,Testvériség,110.17
800 m,M,1993,2,Tölgyesi Balázs Videoton,Tölgyesi Balázs,Videoton,111.29
800 m,M,1993,3,Banai Róbert Újpesti TE,Banai Róbert,Újpesti TE,112.0
800 m,M,1994,1,Árpási Miklós Testvériség,Árpási Miklós,Testvériség,110.74
800 m,M,1994,2,Tölgyesi Balázs Alba Regia AK,Tölgyesi Balázs,Alba Regia AK,111.07
800 m,M,1994,3,Benkő Zsolt Újpesti TE,Benkő Zsolt,Újpesti TE,111.4
800 m,M,1995,1,Tölgyesi Balázs Alba Regia AK,Tölgyesi Balázs,Alba Regia AK,108.0
800 m,M,1995,2,Korányi Balázs Alba Regia AK,Korányi Balázs,Alba Regia AK,108.3
800 m,M,1995,3,Árpási Miklós PSAC,Árpási Miklós,PSAC,109.01
800 m,M,1996,1,Tölgyesi Balázs Alba Regia AK,Tölgyesi Balázs,Alba Regia AK,108.27
800 m,M,1996,2,Korányi Balázs Alba Regia AK,Korányi Balázs,Alba Regia AK,108.69
800 m,M,1996,3,Árpási Miklós PSAC,Árpási Miklós,PSAC,110.26
800 m,M,1997,1,Tölgyesi Balázs Alba Regia AK,Tölgyesi Balázs,Alba Regia AK,108.34
800 m,M,1997,2,Nagy István Újpesti TE,Nagy István,Újpesti TE,110.04
800 m,M,1997,3,Árpási Miklós Alba Regia AK,Árpási Miklós,Alba Regia AK,110.4
800 m,M,1998,1,Korányi Balázs Alba Regia AK,Korányi Balázs,Alba Regia AK,108.51
800 m,M,1998,2,Tölgyesi Balázs Alba Regia AK,Tölgyesi Balázs,Alba Regia AK,109.17
800 m,M,1998,3,Árpási Miklós Alba Regia AK,Árpási Miklós,Alba Regia AK,109.44
800 m,M,1999,1,Korányi Balázs Alba Regia AK,Korányi Balázs,Alba Regia AK,110.17
800 m,M,1999,2,Tölgyesi Balázs Alba Regia AK,Tölgyesi Balázs,Alba Regia AK,110.39
800 m,M,1999,3,Oláh Roland Alba Regia AK,Oláh Roland,Alba Regia AK,111.89
800 m,M,2000,1,Korányi Balázs Alba Regia AK,Korányi Balázs,Alba Regia AK,110.24
800 m,M,2000,2,Tölgyesi Balázs Alba Regia AK,Tölgyesi Balázs,Alba Regia AK,111.3
800 m,M,2000,3,Oláh Roland Alba Regia AK,Oláh Roland,Alba Regia AK,112.22
800 m,M,2001,1,Kerékjártó István KSI,Kerékgyártó István,KSI,112.22
800 m,M,2001,2,Tölgyesi Balázs Alba Regia AK,Tölgyesi Balázs,Alba Regia AK,112.33
800 m,M,2001,3,Molnár Kristóf Győri Dózsa,Molnár Kristóf,Győri Dózsa,112.49
800 m,M,2002,1,Tölgyesi Balázs Alba Regia AK,Tölgyesi Balázs,Alba Regia AK,112.76
800 m,M,2002,2,Csillag Balázs AC Szekszárd,Csillag Balázs,AC Szekszárd,112.8
800 m,M,2002,3,Kerékjártó István KSI,Kerékgyártó István,KSI,113.3
800 m,M,2003,1,Kerékjártó István KSI,Kerékgyártó István,KSI,110.93
800 m,M,2003,2,Takács Dávid VEDAC,Takács Dávid,VEDAC,111.19
800 m,M,2003,3,Árpási Miklós Pécsi VSK,Árpási Miklós,Pécsi VSK,111.2
800 m,M,2004,1,Kerékjártó István KSI,Kerékgyártó István,KSI,111.37
800 m,M,2004,2,Kazi Tamás TFSE,Kazi Tamás,TFSE,112.09
800 m,M,2004,3,Tábor Miklós Békéscsabai AC,Tábor Miklós,Békéscsabai AC,112.68
800 m,M,2005,1,Takács Dávid VEDAC,Takács Dávid,VEDAC,109.9
800 m,M,2005,2,Kazi Tamás TFSE,Kazi Tamás,TFSE,110.14
800 m,M,2005,3,Kerékjártó István Gödöllői EAC,Kerékgyártó István,Gödöllői EAC,111.57
800 m,M,2006,1,Takács Dávid VEDAC,Takács Dávid,VEDAC,113.25
800 m,M,2006,2,Kolesza Gergő Gödöllői EAC,Kolesza Gergő,Gödöllői EAC,113.35
800 m,M,2006,3,Kazi Tamás TFSE,Kazi Tamás,TFSE,113.8
800 m,M,2007,1,Kazi Tamás TFSE,Kazi Tamás,TFSE,109.64
800 m,M,2007,2,Takács Dávid VEDAC,Takács Dávid,VEDAC,110.8
800 m,M,2007,3,Wágner Gábor Ikarus BSE,Wágner Gábor,Ikarus BSE,111.96
800 m,M,2008,1,Szemeti Péter Újpesti TE,Szemeti Péter,Újpesti TE,108.26
800 m,M,2008,2,Takács Dávid VEDAC,Takács Dávid,VEDAC,108.55
800 m,M,2008,3,Kazi Tamás Debreceni SC-SI,Kazi Tamás,Debreceni SC-SI,108.74
800 m,M,2009,1,Kazi Tamás Debreceni SC-SI,Kazi Tamás,Debreceni SC-SI,106.62
800 m,M,2009,2,Takács Dávid VEDAC,Takács Dávid,VEDAC,107.6
800 m,M,2009,3,Szemeti Péter Újpesti TE,Szemeti Péter,Újpesti TE,108.14
800 m,M,2010,1,Kazi Tamás Debreceni SC-SI,Kazi Tamás,Debreceni SC-SI,108.33
800 m,M,2010,2,Takács Dávid VEDAC,Takács Dávid,VEDAC,110.33
800 m,M,2010,3,Kállay Dániel VEDAC,Kállay Dániel,VEDAC,111.06
800 m,M,2011,1,Kazi Tamás Debreceni SC,Kazi Tamás,Debreceni SC,108.01
800 m,M,2011,2,Szemeti Péter Újpesti TE,Szemeti Péter,Újpesti TE,108.27
800 m,M,2011,3,Kolossváry István TFSE,Kolossváry István,TFSE,109.52
800 m,M,2012,1,Szemeti Péter Újpesti TE,Szemeti Péter,Újpesti TE,108.96
800 m,M,2012,2,Kállay Dániel VEDAC,Kállay Dániel,VEDAC,110.55
800 m,M,2012,3,Takács Dávid VEDAC,Takács Dávid,VEDAC,111.25
800 m,M,2013,1,Kazi Tamás Debreceni SC-SI,Kazi Tamás,Debreceni SC-SI,108.71
800 m,M,2013,2,Takács Dávid VEDAC,Takács Dávid,VEDAC,109.4
800 m,M,2013,3,Gutema Emánuel Debreceni SC-SI,Gutema Emánuel,Debreceni SC-SI,109.6
800 m,M,2014,1,Kazi Tamás Debreceni SC,Kazi Tamás,Debreceni SC,108.5
800 m,M,2014,2,Gutema Emánuel Debreceni SC-SI,Gutema Emánuel,Debreceni SC-SI,110.08
800 m,M,2014,3,Vindics Balázs Újpesti TE,Vindics Balázs,Újpesti TE,111.05
800 m,M,2015,2,Szemeti Péter Újpesti TE,Szemeti Péter,Újpesti TE,109.74
800 m,M,2015,3,Kiss Gergő VEDAC,Kiss Gergő,VEDAC,110.36
800 m,M,2016,1,Kazi Tamás Debreceni SC-SI,Kazi Tamás,Debreceni SC-SI,111.35
800 m,M,2016,2,Kiss Gergő VEDAC,Kiss Gergő,VEDAC,112.1
800 m,M,2016,3,Vindics Balázs Újpesti TE,Vindics Balázs,Újpesti TE,112.18
800 m,M,2017,1,Kazi Tamás Debreceni SC-SI,Kazi Tamás,Debreceni SC-SI,110.85
800 m,M,2017,2,Kiss Gergő VEDAC,Kiss Gergő,VEDAC,110.98
800 m,M,2017,3,Vindics Balázs Bp. Honvéd,Vindics Balázs,Bp. Honvéd,111.07
800 m,M,2018,1,Kiss Gergő Sportolj Velünk SE,Kiss Gergő,Sportolj Velünk SE,112.84
800 m,M,2018,2,Pápai Márton Debreceni SC-SI,Pápai Márton,Debreceni SC-SI,112.87
800 m,M,2018,3,Kazi Tamás Debreceni SC-SI,Kazi Tamás,Debreceni SC-SI,112.98
800 m,M,2019,1,Vindics Balázs Újpesti TE,Vindics Balázs,Újpesti TE,106.63
800 m,M,2019,2,Pápai Márton Gödöllői EAC,Pápai Márton,Gödöllői EAC,109.98
800 m,M,2019,3,Kiss Gergő Sportolj Velünk SE,Kiss Gergő,Sportolj Velünk SE,110.06
800 m,M,2020,1,Vindics Balázs Újpesti TE,Vindics Balázs,Újpesti TE,106.5
800 m,M,2020,2,Kiss Gergő Sportolj Velünk SE,Kiss Gergő,Sportolj Velünk SE,108.49
800 m,M,2020,3,Együd Máté TFSE,Együd Máté,TFSE,109.29
800 m,M,2021,1,Vindics Balázs Újpesti TE,Vindics Balázs,Újpesti TE,107.59
800 m,M,2021,2,Együd Máté TFSE,Együd Máté,TFSE,108.4
800 m,M,2021,3,Kazi Tamás Ferencvárosi TC,Kazi Tamás,Ferencvárosi TC,108.88
800 m,M,2022,1,Kiss Gergő Sportolj Velünk SE,Kiss Gergő,Sportolj Velünk SE,107.94
800 m,M,2022,2,Szögi István Sportolj Velünk SE,Szögi István,Sportolj Velünk SE,108.75
800 m,M,2022,3,Együd Máté MTK,Együd Máté,MTK,108.76
800 m,M,2023,1,Huller Dániel Gellért VS Dunakeszi,Huller Dániel,Gellért VS Dunakeszi,107.08
800 m,M,2023,2,Vindics Balázs Újpesti TE,Vindics Balázs,Újpesti TE,107.11
800 m,M,2023,3,Kiss Gergő Xavér Sportolj Velünk SE,Kiss Gergő,Xavér Sportolj Velünk SE,107.34
800 m,M,2024,1,Vindics Balázs Újpesti TE,Vindics Balázs,Újpesti TE,109.54
800 m,M,2024,2,Pálvölgyi Levente Ikarus BSE,Pálvölgyi Levente,Ikarus BSE,109.63
800 m,M,2024,3,Kovács Ferenc Soma Sportolj Velünk SE,Kovács Ferenc,Soma Sportolj Velünk SE,110.43
800 m,M,2025,1,Kubasi János Sportolj Velünk,Kubasi János,Sportolj Velünk,108.61
800 m,M,2025,2,Szinte Bálint Újpesti TE,Szinte Bálint,Újpesti TE,109.13
800 m,M,2025,3,Huller Dániel VS Dunakeszi,Huller Dániel,VS Dunakeszi,110.01
800 m,W,1946,1,Fekete Ilona Gamma,Fekete Ilona,Gamma,144.9
800 m,W,1946,2,Kolonits Paula Vasas SC,Kolonits Paula,Vasas SC,152.8
800 m,W,1946,3,Ficsor Irén Postás SE,Ficsor Irén,Postás SE,154.9
800 m,W,1947,1,Fekete Ilona MAFC,Fekete Ilona,MAFC,143.2
800 m,W,1947,2,Zubek Ilona Postás SE,Zubek Ilona,Postás SE,143.6
800 m,W,1947,3,Ficsor Irén Postás SE,Ficsor Irén,Postás SE,149.4
800 m,W,1948,1,Zubek Ilona Postás SE,Zubek Ilona,Postás SE,140.6
800 m,W,1948,2,Bleha Anna Előre,Bleha Anna,Előre,142.3
800 m,W,1948,3,Ficsor Irén Postás SE,Ficsor Irén,Postás SE,144.8
